선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
김규성,유격수,0.117,2022,KIA,5,0,10,0,0,5,5,1,1.000,0,0,0,-
최형우,좌익수,0.113,2022,KIA,19,17,133,0,0,34,1,0,1.000,0,0,0,-
박찬호,2루수,0.087,2022,KIA,3,1,12,0,0,1,6,0,1.000,0,0,0,-
최정용,3루수,0.076,2022,KIA,2,1,7,0,0,0,3,0,1.000,0,0,0,-
김선빈,2루수,0.071,2022,KIA,137,134,1134 1/3,10,0,246,334,80,0.983,0,0,0,-
김호령,중견수,0.066,2022,KIA,48,19,209,3,0,66,2,0,0.958,0,0,0,-
박정우,중견수,0.059,2022,KIA,9,0,18,0,0,4,0,0,1.000,0,0,0,-
김석환,좌익수,0.058,2022,KIA,29,20,173,0,0,33,0,0,1.000,0,0,0,-
류지혁,2루수,0.044,2022,KIA,2,0,7,0,0,2,8,0,1.000,0,0,0,-
신범수,포수,0.04,2022,KIA,2,1,8,0,0,7,0,0,1.000,0,1,0,0.0
박민,유격수,0.017,2022,KIA,1,0,3,0,0,0,1,0,1.000,0,0,0,-
임석진,1루수,-0.011,2022,KIA,5,1,14 2/3,0,0,9,1,0,1.000,0,0,0,-
임석진,3루수,-0.013,2022,KIA,6,3,25,0,0,2,4,0,1.000,0,0,0,-
이창진,우익수,-0.032,2022,KIA,7,1,20,0,0,6,0,0,1.000,0,0,0,-
김석환,우익수,-0.034,2022,KIA,1,0,1,0,0,0,0,0,-,0,0,0,-
권혁경,포수,-0.039,2022,KIA,2,0,4,0,0,6,0,0,1.000,0,0,0,-
김규성,2루수,-0.043,2022,KIA,24,7,77 2/3,1,0,21,13,2,0.971,0,0,0,-
김선우,포수,-0.046,2022,KIA,1,0,3,0,0,2,0,0,1.000,0,0,0,-
김규성,1루수,-0.073,2022,KIA,19,0,35,0,0,30,2,5,1.000,0,0,0,-
김석환,1루수,-0.088,2022,KIA,9,2,30 2/3,0,0,27,0,4,1.000,0,0,0,-
이우성,중견수,-0.101,2022,KIA,3,0,9,0,0,1,0,0,1.000,0,0,0,-
소크라테스,좌익수,-0.105,2022,KIA,24,0,41,0,0,14,1,1,1.000,0,0,0,-
최정용,2루수,-0.107,2022,KIA,17,2,42 2/3,1,0,4,13,0,0.944,0,0,0,-
김규성,3루수,-0.169,2022,KIA,17,3,50,1,0,2,12,0,0.933,0,0,0,-
소크라테스,우익수,-0.181,2022,KIA,8,3,34,0,0,5,0,0,1.000,0,0,0,-
이창진,중견수,-0.189,2022,KIA,8,3,34,0,0,10,0,0,1.000,0,0,0,-
나성범,우익수,-0.196,2022,KIA,132,132,1131 2/3,3,0,223,4,1,0.987,0,0,0,-
이우성,좌익수,-0.198,2022,KIA,37,19,180,2,0,39,0,0,0.951,0,0,0,-
고종욱,좌익수,-0.211,2022,KIA,8,3,28,0,0,3,0,0,1.000,0,0,0,-
이창진,좌익수,-0.274,2022,KIA,89,85,722 2/3,0,0,165,3,0,1.000,0,0,0,-
이우성,우익수,-0.374,2022,KIA,29,8,91,0,0,19,1,0,1.000,0,0,0,-
류지혁,3루수,-0.786,2022,KIA,103,93,785 2/3,11,0,62,139,14,0.948,0,0,0,-
황대인,1루수,-1.194,2022,KIA,129,127,1041 1/3,7,0,955,68,82,0.993,0,0,0,-
나지완,좌익수,,2022,KIA,1,0,1,0,0,0,0,0,-,0,0,0,-
류승현,우익수,,2022,KIA,1,0,2,0,0,1,0,0,1.000,0,0,0,-
김선빈,유격수,,2022,KIA,2,0,2 2/3,0,0,0,1,0,1.000,0,0,0,-
박정우,좌익수,,2022,KIA,1,0,1,0,0,1,0,0,1.000,0,0,0,-
박민,3루수,,2022,KIA,4,0,5,0,0,0,0,0,-,0,0,0,-
장성우,포수,1.547,2022,KT,126,114,952,3,0,665,34,6,0.996,6,54,14,20.6
심우준,유격수,0.761,2022,KT,144,133,1157,21,0,231,427,94,0.969,0,0,0,-
조용호,좌익수,0.633,2022,KT,86,69,525 2/3,1,0,107,6,1,0.991,0,0,0,-
홍현빈,우익수,0.423,2022,KT,4,0,5,0,0,0,0,0,-,0,0,0,-
홍현빈,좌익수,0.333,2022,KT,26,2,51 1/3,0,0,16,0,0,1.000,0,0,0,-
김민혁,좌익수,0.331,2022,KT,68,48,379 2/3,4,0,97,1,0,0.961,0,0,0,-
송민섭,중견수,0.139,2022,KT,17,1,38,0,0,16,2,0,1.000,0,0,0,-
송민섭,우익수,0.093,2022,KT,55,0,85 1/3,0,0,15,1,0,1.0,0,0,0,-
문상인,포수,0.026,2022,KT,3,0,7,0,0,2,0,0,1.000,0,0,0,-
강백호,1루수,0.005,2022,KT,127,121,1064,10,0,1056,75,111,0.991,0,0,0,-
홍현빈,중견수,0.005,2022,KT,11,2,22 2/3,0,0,7,0,0,1.000,0,0,0,-
황재균,1루수,-0.002,2022,KT,2,1,11 1/3,0,0,8,0,2,1.000,0,0,0,-
송민섭,좌익수,-0.014,2022,KT,55,0,93 2/3,0,0,19,1,0,1.0,0,0,0,-
김병희,3루수,-0.039,2022,KT,14,2,32 2/3,0,0,0,7,1,1.000,0,0,0,-
김민혁,우익수,-0.054,2022,KT,6,1,14,0,0,3,0,0,1.000,0,0,0,-
김병희,2루수,-0.087,2022,KT,4,1,13 2/3,1,0,2,6,1,0.889,0,0,0,-
박경수,2루수,-0.193,2022,KT,105,94,746 1/3,8,0,180,286,66,0.983,0,0,0,-
김병희,1루수,-0.213,2022,KT,10,1,15,0,0,12,1,2,1.000,0,0,0,-
배정대,중견수,-0.231,2022,KT,143,141,1221 1/3,5,0,354,13,2,0.987,0,0,0,-
조용호,우익수,-0.234,2022,KT,31,23,192 2/3,0,0,44,0,0,1.0,0,0,0,-
문상철,1루수,-0.266,2022,KT,29,17,146 1/3,1,0,131,9,16,0.993,0,0,0,-
황재균,3루수,-0.331,2022,KT,132,128,1113 2/3,13,0,106,213,31,0.961,0,0,0,-
문상철,좌익수,,2022,KT,15,11,89,0,0,23,0,0,1.000,0,0,0,-
박해민,중견수,2.591,2022,LG,144,142,1205,2,0,355,3,0,0.994,0,0,0,-
오지환,유격수,2.123,2022,LG,142,137,1167,16,0,210,359,83,0.973,0,0,0,-
유강남,포수,1.016,2022,LG,134,115,1008 1/3,7,1,821,71,8,0.992,4,91,19,17.3
문보경,3루수,0.824,2022,LG,97,94,749,4,0,40,135,20,0.978,0,0,0,-
문성주,우익수,0.478,2022,LG,32,26,242 1/3,0,0,53,2,0,1.0,0,0,0,-
문성주,좌익수,0.248,2022,LG,28,23,213,0,0,71,2,0,1.0,0,0,0,-
홍창기,중견수,0.181,2022,LG,16,2,44,0,0,14,0,0,1.000,0,0,0,-
이영빈,유격수,0.178,2022,LG,23,3,62,1,0,11,24,4,0.972,0,0,0,-
홍창기,좌익수,0.178,2022,LG,5,2,25 2/3,0,0,10,0,0,1.000,0,0,0,-
루이즈,3루수,0.154,2022,LG,22,20,174,2,0,19,31,3,0.962,0,0,0,-
신민재,중견수,0.112,2022,LG,4,0,8,0,0,4,0,0,1.000,0,0,0,-
송찬의,우익수,0.102,2022,LG,6,4,34,0,0,10,0,0,1.000,0,0,0,-
이형종,우익수,0.091,2022,LG,5,2,22 2/3,0,0,7,1,1,1.000,0,0,0,-
이상호,2루수,0.088,2022,LG,32,8,123,2,0,27,43,8,0.972,0,0,0,-
이형종,1루수,0.083,2022,LG,3,1,12,0,0,11,0,0,1.000,0,0,0,-
홍창기,우익수,0.081,2022,LG,104,97,828 2/3,1,0,165,6,3,0.994,0,0,0,-
송찬의,2루수,0.076,2022,LG,16,13,105,4,0,34,38,10,0.947,0,0,0,-
손호영,3루수,0.048,2022,LG,3,0,6,0,0,0,2,0,1.000,0,0,0,-
가르시아,2루수,0.048,2022,LG,35,34,297,5,0,58,87,14,0.967,0,0,0,-
한석현,중견수,0.047,2022,LG,3,0,10,0,0,2,0,0,1.000,0,0,0,-
한석현,좌익수,0.046,2022,LG,1,0,5,0,0,2,0,0,1.000,0,0,0,-
이재원,중견수,0.037,2022,LG,3,0,6,0,0,4,1,1,1.000,0,0,0,-
이영빈,1루수,0.032,2022,LG,6,2,20,0,0,19,0,2,1.000,0,0,0,-
손호영,1루수,0.03,2022,LG,2,0,4,0,0,5,1,0,1.000,0,0,0,-
김기연,포수,0.029,2022,LG,12,1,24,0,0,12,0,0,1.000,0,0,0,-
안익훈,중견수,0.024,2022,LG,4,0,8,0,0,3,0,0,1.000,0,0,0,-
이상호,3루수,0.022,2022,LG,5,2,18 1/3,1,0,3,7,1,0.909,0,0,0,-
이천웅,중견수,0.003,2022,LG,3,0,5,0,0,3,0,0,1.000,0,0,0,-
최민창,중견수,0.0,2022,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
최민창,좌익수,-0.001,2022,LG,3,0,8,0,0,2,0,0,1.000,0,0,0,-
김호은,1루수,-0.002,2022,LG,1,0,3,0,0,2,0,1,1.000,0,0,0,-
안익훈,우익수,-0.004,2022,LG,7,0,11,0,0,3,0,0,1.000,0,0,0,-
가르시아,유격수,-0.012,2022,LG,2,1,6,0,0,0,3,2,1.000,0,0,0,-
송찬의,1루수,-0.031,2022,LG,8,1,24,0,0,22,2,6,1.000,0,0,0,-
손호영,유격수,-0.032,2022,LG,13,3,37,0,0,6,15,2,1.000,0,0,0,-
최민창,우익수,-0.033,2022,LG,1,0,4,0,0,0,0,0,-,0,0,0,-
안익훈,좌익수,-0.037,2022,LG,3,0,6,0,0,1,0,0,1.000,0,0,0,-
김민성,3루수,-0.048,2022,LG,79,25,313 1/3,3,0,19,46,3,0.956,0,0,0,-
이영빈,2루수,-0.052,2022,LG,15,6,62,1,0,17,22,5,0.975,0,0,0,-
채은성,우익수,-0.062,2022,LG,8,1,33,0,0,6,0,0,1.000,0,0,0,-
이재원,우익수,-0.062,2022,LG,18,13,99 1/3,1,0,24,0,0,0.960,0,0,0,-
한석현,우익수,-0.069,2022,LG,2,1,12,0,0,3,0,0,1.000,0,0,0,-
이천웅,좌익수,-0.086,2022,LG,6,1,19,0,0,1,0,0,1.000,0,0,0,-
루이즈,2루수,-0.095,2022,LG,4,4,35,1,0,6,7,2,0.929,0,0,0,-
이상호,1루수,-0.138,2022,LG,16,1,31 1/3,0,0,23,1,4,1.000,0,0,0,-
이상호,유격수,-0.169,2022,LG,9,0,16,1,0,4,8,3,0.923,0,0,0,-
가르시아,3루수,-0.182,2022,LG,4,3,27 1/3,1,0,2,5,0,0.875,0,0,0,-
허도환,포수,-0.213,2022,LG,63,27,254 2/3,0,0,211,13,0,1.0,3,22,2,8.3
문보경,1루수,-0.238,2022,LG,68,19,257 2/3,2,0,238,20,26,0.992,0,0,0,-
김민성,2루수,-0.268,2022,LG,6,6,45,0,0,14,15,7,1.000,0,0,0,-
이재원,좌익수,-0.361,2022,LG,32,22,204 2/3,0,0,36,1,0,1.0,0,0,0,-
손호영,2루수,-0.412,2022,LG,20,19,146,5,0,35,41,14,0.938,0,0,0,-
서건창,2루수,-0.414,2022,LG,63,54,474,4,0,98,154,41,0.984,0,0,0,-
김현수,좌익수,-0.829,2022,LG,96,94,802 1/3,2,0,172,4,1,0.989,0,0,0,-
채은성,1루수,-0.912,2022,LG,121,120,935,10,0,896,53,90,0.99,0,0,0,-
신민재,2루수,,2022,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
박해민,1루수,,2022,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
문성주,중견수,,2022,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
이영빈,우익수,,2022,LG,1,0,1,0,0,2,0,0,1.000,0,0,0,-
신민재,좌익수,,2022,LG,3,0,4 1/3,0,0,1,0,0,1.000,0,0,0,-
박재욱,포수,,2022,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
박성한,유격수,2.979,2022,SSG,138,131,1176,24,0,215,376,97,0.961,0,0,0,-
최지훈,중견수,1.243,2022,SSG,114,106,921 2/3,1,0,241,8,2,0.996,0,0,0,-
김성현,2루수,0.846,2022,SSG,105,67,649,7,0,131,230,58,0.981,0,0,0,-
오태곤,좌익수,0.601,2022,SSG,81,50,488,1,0,117,7,1,0.992,0,0,0,-
김민식,포수,0.532,2022,SSG,98,64,595,5,3,462,50,3,0.99,3,39,17,30.4
이재원,포수,0.497,2022,SSG,100,78,660 1/3,4,0,567,20,8,0.993,0,55,6,9.8
최지훈,좌익수,0.386,2022,SSG,27,18,166 1/3,0,0,41,1,0,1.0,0,0,0,-
라가레스,좌익수,0.235,2022,SSG,46,46,394 2/3,2,0,97,2,0,0.98,0,0,0,-
최경모,3루수,0.214,2022,SSG,62,9,157 2/3,3,0,15,35,1,0.943,0,0,0,-
안상현,2루수,0.192,2022,SSG,30,9,103,1,0,21,42,10,0.984,0,0,0,-
최정,3루수,0.179,2022,SSG,117,115,958 1/3,12,0,71,170,12,0.953,0,0,0,-
김강민,중견수,0.175,2022,SSG,60,35,341,0,0,85,0,0,1.0,0,0,0,-
최경모,2루수,0.172,2022,SSG,28,5,76,0,0,17,20,2,1.0,0,0,0,-
최상민,우익수,0.169,2022,SSG,13,0,22,0,0,10,0,0,1.000,0,0,0,-
오준혁,우익수,0.148,2022,SSG,17,8,64,0,0,14,0,0,1.000,0,0,0,-
최지훈,우익수,0.104,2022,SSG,39,14,151 1/3,0,0,42,2,0,1.0,0,0,0,-
오준혁,좌익수,0.092,2022,SSG,8,4,29 1/3,0,0,3,2,0,1.000,0,0,0,-
최경모,유격수,0.086,2022,SSG,8,0,15 2/3,1,0,4,8,3,0.923,0,0,0,-
석정우,3루수,0.084,2022,SSG,3,1,9,0,0,1,3,1,1.000,0,0,0,-
한유섬,우익수,0.067,2022,SSG,120,114,979 2/3,0,0,210,4,0,1.0,0,0,0,-
최상민,중견수,0.055,2022,SSG,4,1,14,0,0,8,0,0,1.000,0,0,0,-
이흥련,포수,0.046,2022,SSG,22,15,139,0,0,109,5,1,1.000,0,14,1,6.7
추신수,우익수,0.041,2022,SSG,2,2,17,0,0,4,0,0,1.000,0,0,0,-
김성현,유격수,0.04,2022,SSG,20,11,94 1/3,1,0,16,32,7,0.980,0,0,0,-
오태곤,3루수,0.027,2022,SSG,1,0,2,0,0,0,1,0,1.000,0,0,0,-
석정우,2루수,0.016,2022,SSG,3,1,9 1/3,0,0,4,4,2,1.000,0,0,0,-
김규남,좌익수,0.012,2022,SSG,1,0,2,0,0,0,0,0,-,0,0,0,-
안상현,유격수,0.002,2022,SSG,1,0,2,0,0,0,0,0,-,0,0,0,-
최준우,2루수,0.0,2022,SSG,6,4,25,1,0,9,11,3,0.952,0,0,0,-
하재훈,우익수,-0.001,2022,SSG,1,0,3,0,0,0,0,0,-,0,0,0,-
오태곤,우익수,-0.003,2022,SSG,16,3,42 1/3,0,0,15,1,0,1.000,0,0,0,-
최항,3루수,-0.008,2022,SSG,3,2,13,0,0,0,2,1,1.000,0,0,0,-
이현석,포수,-0.012,2022,SSG,9,3,35,1,0,25,2,1,0.964,0,3,1,25.0
이정범,우익수,-0.014,2022,SSG,2,2,14,1,0,5,1,0,0.857,0,0,0,-
석정우,유격수,-0.014,2022,SSG,3,1,7 1/3,0,0,1,2,0,1.000,0,0,0,-
이정범,좌익수,-0.019,2022,SSG,1,1,4,0,0,0,0,0,-,0,0,0,-
오태곤,1루수,-0.033,2022,SSG,45,9,129 1/3,0,0,111,15,12,1.0,0,0,0,-
최항,1루수,-0.042,2022,SSG,3,0,3,0,0,2,0,0,1.000,0,0,0,-
조형우,포수,-0.046,2022,SSG,5,1,20,0,0,19,0,0,1.000,2,3,0,0.0
하재훈,좌익수,-0.058,2022,SSG,40,23,194,1,0,44,3,0,0.979,0,0,0,-
김규남,우익수,-0.061,2022,SSG,1,1,8,0,0,4,0,0,1.000,0,0,0,-
오태곤,중견수,-0.081,2022,SSG,5,1,12,0,0,0,0,0,-,0,0,0,-
김성현,3루수,-0.13,2022,SSG,18,10,111 1/3,4,0,12,23,2,0.897,0,0,0,-
최상민,좌익수,-0.212,2022,SSG,6,2,22,0,0,5,0,0,1.000,0,0,0,-
최주환,2루수,-0.233,2022,SSG,63,58,435,7,0,81,131,23,0.968,0,0,0,-
김재현,3루수,-0.235,2022,SSG,9,6,49,1,0,4,6,0,0.909,0,0,0,-
하재훈,중견수,-0.3,2022,SSG,5,1,12 2/3,0,0,1,0,0,1.000,0,0,0,-
최주환,1루수,-0.399,2022,SSG,24,18,157 2/3,4,0,143,14,20,0.975,0,0,0,-
크론,1루수,-0.749,2022,SSG,63,61,533 2/3,3,0,542,43,54,0.995,0,0,0,-
전의산,1루수,-0.961,2022,SSG,62,56,477 2/3,8,0,441,29,39,0.983,0,0,0,-
김재현,유격수,,2022,SSG,5,0,6,0,0,1,3,0,1.000,0,0,0,-
김재현,2루수,,2022,SSG,4,0,4,0,0,0,0,0,-,0,0,0,-
안상현,좌익수,,2022,SSG,1,0,1,0,0,0,0,0,-,0,0,0,-
안상현,3루수,,2022,SSG,1,0,1,0,0,0,1,0,1.000,0,0,0,-
김혜성,2루수,2.429,2022,키움,127,123,1080,11,0,293,371,85,0.984,0,0,0,-
이지영,포수,2.193,2022,키움,137,102,994 2/3,11,0,818,77,9,0.988,4,67,33,33.0
송성문,3루수,0.953,2022,키움,138,137,1216,15,0,89,250,23,0.958,0,0,0,-
김태진,2루수,0.444,2022,키움,26,18,167 1/3,3,0,41,65,15,0.972,0,0,0,-
신준우,유격수,0.374,2022,키움,66,16,196 1/3,2,0,31,76,20,0.982,0,0,0,-
김웅빈,1루수,0.268,2022,키움,11,9,77 2/3,1,0,70,8,5,0.987,0,0,0,-
이정후,중견수,0.211,2022,키움,134,132,1155 1/3,2,0,304,7,1,0.994,0,0,0,-
김휘집,2루수,0.115,2022,키움,6,0,10,0,0,1,9,1,1.000,0,0,0,-
전병우,3루수,0.109,2022,키움,14,3,36 1/3,1,0,3,11,1,0.933,0,0,0,-
예진원,중견수,0.077,2022,키움,3,0,4,0,0,2,0,0,1.000,0,0,0,-
박주홍,우익수,0.057,2022,키움,3,1,18,0,0,3,0,0,1.000,0,0,0,-
김혜성,유격수,0.044,2022,키움,3,0,5 2/3,0,0,2,0,0,1.000,0,0,0,-
이재홍,3루수,0.035,2022,키움,1,1,5,0,0,0,1,0,1.000,0,0,0,-
임지열,좌익수,0.031,2022,키움,22,18,155,0,0,39,2,1,1.000,0,0,0,-
이용규,중견수,0.029,2022,키움,2,1,16,0,0,6,0,0,1.000,0,0,0,-
예진원,좌익수,0.015,2022,키움,10,1,21,0,0,6,0,0,1.000,0,0,0,-
김휘집,3루수,0.014,2022,키움,5,0,10,1,0,2,3,2,0.833,0,0,0,-
박준태,우익수,0.011,2022,키움,25,7,102 2/3,0,0,19,0,0,1.000,0,0,0,-
이재홍,2루수,0.009,2022,키움,2,1,6,0,0,2,2,0,1.000,0,0,0,-
이병규,중견수,0.009,2022,키움,1,0,1,0,0,1,0,0,1.000,0,0,0,-
이병규,1루수,0.006,2022,키움,6,5,35,1,0,32,4,3,0.973,0,0,0,-
강민국,2루수,0.001,2022,키움,1,0,2,0,0,1,0,0,1.000,0,0,0,-
전병우,1루수,-0.001,2022,키움,102,40,512,5,0,530,37,56,0.991,0,0,0,-
이용규,우익수,-0.003,2022,키움,4,0,7,0,0,0,0,0,-,0,0,0,-
예진원,우익수,-0.008,2022,키움,3,0,5,0,0,0,0,0,-,0,0,0,-
김주형,2루수,-0.013,2022,키움,7,2,19,0,0,5,2,0,1.000,0,0,0,-
신준우,2루수,-0.025,2022,키움,12,0,16,0,0,7,4,1,1.000,0,0,0,-
강민국,유격수,-0.028,2022,키움,1,1,5,1,0,0,2,0,0.667,0,0,0,-
김태진,중견수,-0.033,2022,키움,2,1,12,0,0,1,0,0,1.000,0,0,0,-
박준태,좌익수,-0.036,2022,키움,17,3,62 2/3,0,0,11,0,0,1.000,0,0,0,-
이병규,좌익수,-0.047,2022,키움,6,2,18,0,0,3,0,0,1.000,0,0,0,-
김시앙,포수,-0.049,2022,키움,12,5,36 1/3,1,0,32,1,0,0.971,1,1,0,0.0
김태진,3루수,-0.05,2022,키움,3,3,26,2,0,2,4,2,0.750,0,0,0,-
박찬혁,1루수,-0.066,2022,키움,7,7,44,2,0,39,4,1,0.956,0,0,0,-
