순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
4,김영웅,삼성,0.417,12,5,2,1,0,1,1,0,5,0,7번
5,강민호,삼성,0.333,27,9,0,0,1,5,1,0,2,0,7번
5,안주형,삼성,0.333,15,5,1,0,0,1,1,0,3,0,7번
7,김재상,삼성,0.3,10,3,1,0,0,1,0,0,1,0,7번
8,류지혁,삼성,0.297,37,11,0,0,0,4,4,1,10,1,7번
9,이성규,삼성,0.289,38,11,1,0,6,13,2,3,11,0,7번
10,김헌곤,삼성,0.208,24,5,2,0,1,5,1,0,7,1,7번
11,공민규,삼성,0.167,6,1,0,0,1,1,0,1,5,0,7번
11,김성윤,삼성,0.167,6,1,0,0,0,1,0,0,3,0,7번
13,이병헌,삼성,0.143,7,1,1,0,0,0,1,0,4,0,7번
14,강한울,삼성,0.0,5,0,0,0,0,0,0,0,1,1,7번
14,김동진,삼성,0.0,1,0,0,0,0,0,0,0,0,0,7번
14,김재성,삼성,0.0,1,0,0,0,0,0,0,0,1,0,7번
14,김재혁,삼성,0.0,2,0,0,0,0,0,0,0,1,0,7번
14,김지찬,삼성,0.0,1,0,0,0,0,0,0,0,0,0,7번
14,김현준,삼성,0.0,13,0,0,0,0,1,0,0,7,1,7번
14,김호진,삼성,0.0,1,0,0,0,0,0,0,0,1,0,7번
14,박병호,삼성,0.0,1,0,0,0,0,0,1,0,0,0,7번
1,김지찬,삼성,1.0,3,3,0,0,1,4,0,0,0,0,8번
2,김성윤,삼성,0.5,2,1,0,0,0,1,1,0,0,0,8번
3,김영웅,삼성,0.4,5,2,0,0,0,0,1,0,1,0,8번
3,이성규,삼성,0.4,15,6,1,0,2,5,4,1,3,0,8번
5,김동진,삼성,0.333,3,1,0,0,0,0,1,0,1,0,8번
5,박병호,삼성,0.333,6,2,1,0,0,2,2,0,3,0,8번
5,안주형,삼성,0.333,3,1,0,0,0,0,0,0,0,0,8번
8,이병헌,삼성,0.325,40,13,1,0,1,6,7,1,12,0,8번
9,강민호,삼성,0.318,22,7,2,1,0,4,4,3,2,0,8번
10,김헌곤,삼성,0.263,19,5,0,0,1,1,0,1,4,0,8번
11,김재성,삼성,0.25,8,2,0,0,0,1,1,0,1,0,8번
11,류지혁,삼성,0.25,4,1,0,0,0,1,2,0,1,0,8번
11,이재현,삼성,0.25,4,1,0,0,0,1,0,0,2,0,8번
11,전병우,삼성,0.25,12,3,1,0,0,1,1,0,5,0,8번
15,김현준,삼성,0.182,11,2,1,0,0,0,2,1,3,1,8번
16,김재상,삼성,0.111,27,3,0,0,0,1,2,0,9,0,8번
17,강한울,삼성,0.0,6,0,0,0,0,0,0,0,3,0,8번
17,공민규,삼성,0.0,4,0,0,0,0,0,1,0,2,0,8번
17,김동엽,삼성,0.0,1,0,0,0,0,0,0,0,0,0,8번
17,김재혁,삼성,0.0,4,0,0,0,0,0,0,0,1,0,8번
17,김호진,삼성,0.0,5,0,0,0,0,1,1,0,1,0,8번
17,양우현,삼성,0.0,3,0,0,0,0,0,0,0,1,0,8번
1,김지찬,삼성,0.444,9,4,0,0,0,0,0,0,0,1,9번
2,김헌곤,삼성,0.438,16,7,1,0,0,1,0,0,2,0,9번
3,강민호,삼성,0.400,5,2,0,0,0,1,0,0,0,0,9번
4,강한울,삼성,0.333,3,1,0,0,0,0,0,0,2,0,9번
5,김성윤,삼성,0.318,22,7,1,0,0,4,4,0,4,1,9번
6,김재상,삼성,0.303,33,10,2,0,1,6,1,0,9,0,9번
7,이병헌,삼성,0.250,20,5,1,0,0,0,1,0,9,0,9번
8,김영웅,삼성,0.222,27,6,0,0,2,6,3,0,9,1,9번
9,김호진,삼성,0.143,14,2,0,0,0,1,0,1,6,1,9번
10,안주형,삼성,0.133,15,2,0,0,0,0,2,0,3,0,9번
11,김현준,삼성,0.083,12,1,0,0,0,0,1,1,5,0,9번
12,이성규,삼성,0.053,19,1,1,0,0,0,2,0,10,1,9번
13,공민규,삼성,0.000,1,0,0,0,0,1,0,1,1,0,9번
13,김동엽,삼성,-,0,0,0,0,0,0,1,0,0,0,9번
13,김동진,삼성,0.000,5,0,0,0,0,0,0,0,1,0,9번
13,김재혁,삼성,0.000,3,0,0,0,0,0,0,0,2,1,9번
13,김태훈,삼성,0.000,1,0,0,0,0,0,0,0,1,0,9번
13,류지혁,삼성,0.000,2,0,0,0,0,0,0,0,1,0,9번
13,박병호,삼성,0.000,1,0,0,0,0,0,1,0,1,0,9번
13,양우현,삼성,0.000,6,0,0,0,0,1,1,0,3,0,9번
13,이재현,삼성,0.000,3,0,0,0,0,0,1,0,1,0,9번
1,김헌곤,삼성,0.368,38,14,3,0,1,8,6,0,8,0,상위(1~2번)
2,이성규,삼성,0.333,18,6,0,0,1,3,1,1,5,0,상위(1~2번)
3,김태훈,삼성,0.3,10,3,1,0,0,1,0,0,1,0,상위(1~2번)
4,맥키넌,삼성,0.292,24,7,1,0,0,2,2,0,5,0,상위(1~2번)
5,구자욱,삼성,0.286,63,18,2,1,4,10,8,2,13,0,상위(1~2번)
6,김지찬,삼성,0.277,184,51,9,0,0,11,25,6,15,1,상위(1~2번)
7,이재현,삼성,0.266,64,17,5,0,2,9,8,0,14,1,상위(1~2번)
8,안주형,삼성,0.25,4,1,1,0,0,0,0,0,0,0,상위(1~2번)
9,강민호,삼성,0.2,5,1,0,0,0,1,1,0,0,0,상위(1~2번)
9,김재혁,삼성,0.2,5,1,0,0,0,0,0,0,2,1,상위(1~2번)
11,김현준,삼성,0.179,39,7,4,1,0,3,2,0,10,1,상위(1~2번)
12,김재상,삼성,0.167,6,1,1,0,0,2,0,0,1,0,상위(1~2번)
13,김성윤,삼성,0.156,32,5,1,0,0,0,3,1,7,0,상위(1~2번)
14,강한울,삼성,0.0,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
14,김동엽,삼성,0.0,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
14,김호진,삼성,0.0,1,0,0,0,0,1,0,0,0,0,상위(1~2번)
14,류지혁,삼성,0.0,8,0,0,0,0,0,0,0,2,0,상위(1~2번)
14,박병호,삼성,0.0,2,0,0,0,0,0,0,0,0,0,상위(1~2번)
1,김지찬,삼성,1.000,1,1,0,0,0,0,0,0,0,0,중심(3~5번)
2,김재상,삼성,0.500,4,2,0,0,1,2,1,0,2,0,중심(3~5번)
2,김헌곤,삼성,0.500,2,1,0,0,0,0,1,0,1,0,중심(3~5번)
4,맥키넌,삼성,0.316,187,59,8,0,4,22,31,1,20,5,중심(3~5번)
5,구자욱,삼성,0.302,162,49,14,0,5,29,12,5,26,3,중심(3~5번)
6,류지혁,삼성,0.291,55,16,1,0,1,12,3,1,12,1,중심(3~5번)
7,이재현,삼성,0.286,28,8,2,0,0,3,2,0,6,0,중심(3~5번)
8,강민호,삼성,0.240,50,12,1,0,1,6,5,0,5,6,중심(3~5번)
9,김영웅,삼성,0.220,118,26,4,0,7,19,20,1,39,0,중심(3~5번)
10,박병호,삼성,0.212,85,18,1,0,3,13,13,3,31,7,중심(3~5번)
11,김재혁,삼성,0.190,21,4,1,1,0,5,1,0,8,0,중심(3~5번)
12,김재성,삼성,0.167,6,1,1,0,0,0,2,0,2,0,중심(3~5번)
13,이성규,삼성,0.125,16,2,1,0,0,3,1,3,6,1,중심(3~5번)
14,강한울,삼성,0.000,3,0,0,0,0,1,0,0,0,0,중심(3~5번)
14,공민규,삼성,0.000,2,0,0,0,0,0,0,0,0,1,중심(3~5번)
14,김동엽,삼성,0.000,5,0,0,0,0,1,0,0,3,0,중심(3~5번)
14,김성윤,삼성,0.000,1,0,0,0,0,0,0,0,1,0,중심(3~5번)
14,김현준,삼성,-,0,0,0,0,0,0,1,0,0,0,중심(3~5번)
14,김호진,삼성,0.000,1,0,0,0,0,0,0,0,1,0,중심(3~5번)
14,류승민,삼성,0.000,1,0,0,0,0,0,1,0,1,0,중심(3~5번)
14,이병헌,삼성,0.000,2,0,0,0,0,0,0,0,0,0,중심(3~5번)
1,김지찬,삼성,0.538,13,7,0,0,1,4,0,0,0,1,하위(6~9번)
2,김태훈,삼성,0.500,2,1,0,0,0,0,0,0,1,0,하위(6~9번)
3,김동엽,삼성,0.400,5,2,1,0,0,1,1,1,2,0,하위(6~9번)
4,이재현,삼성,0.378,37,14,2,0,2,8,5,0,7,0,하위(6~9번)
5,김영웅,삼성,0.330,97,32,5,1,6,16,12,1,33,2,하위(6~9번)
6,강민호,삼성,0.313,99,31,2,1,2,15,9,4,9,2,하위(6~9번)
7,류지혁,삼성,0.309,68,21,2,0,0,10,11,2,19,1,하위(6~9번)
8,김성윤,삼성,0.300,30,9,1,0,0,6,5,0,7,1,하위(6~9번)
9,이병헌,삼성,0.284,67,19,3,0,1,6,9,1,25,0,하위(6~9번)
10,김헌곤,삼성,0.282,71,20,3,0,3,8,1,1,15,1,하위(6~9번)
11,이성규,삼성,0.264,87,23,4,0,9,21,9,4,29,1,하위(6~9번)
12,박병호,삼성,0.256,39,10,1,0,3,5,7,1,14,2,하위(6~9번)
13,안주형,삼성,0.242,33,8,1,0,0,1,3,0,6,0,하위(6~9번)
14,전병우,삼성,0.235,17,4,2,0,0,1,2,1,8,0,하위(6~9번)
15,김재상,삼성,0.230,74,17,3,0,1,8,4,0,20,0,하위(6~9번)
16,김재성,삼성,0.214,14,3,0,0,0,1,1,0,3,1,하위(6~9번)
17,김재혁,삼성,0.154,13,2,1,0,0,1,1,0,4,1,하위(6~9번)
18,김현준,삼성,0.128,39,5,2,0,0,3,3,2,15,3,하위(6~9번)
19,강한울,삼성,0.118,17,2,0,0,0,0,0,0,6,1,하위(6~9번)
20,김동진,삼성,0.100,10,1,0,0,0,0,1,0,3,0,하위(6~9번)
21,김호진,삼성,0.095,21,2,0,0,0,2,1,1,8,1,하위(6~9번)
22,공민규,삼성,0.091,11,1,0,0,1,2,1,2,8,0,하위(6~9번)
23,류승민,삼성,-,0,0,0,0,0,0,1,0,0,0,하위(6~9번)
23,양우현,삼성,0.000,9,0,0,0,0,1,1,0,4,0,하위(6~9번)
