순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,박지환,SSG,0.364,24,89,77,17,28,4,1,2,40,12,2,0,8,0,2,18,2,0.519,0.437,0.956,8,0.409,0.0
2,에레디아,SSG,0.363,73,317,289,42,105,15,1,9,149,58,0,5,15,3,8,39,6,0.516,0.404,0.920,32,0.417,0.0
3,김민식,SSG,0.333,21,64,51,7,17,5,0,0,22,6,0,0,13,0,0,13,1,0.431,0.469,0.900,6,0.267,0.0
4,최정,SSG,0.298,65,274,228,40,68,14,1,19,141,62,0,4,31,0,11,51,7,0.618,0.401,1.019,20,0.28,0.0
5,박성한,SSG,0.289,75,325,284,43,82,14,0,4,108,33,2,1,37,3,1,40,6,0.380,0.372,0.752,21,0.274,0.5
6,이지영,SSG,0.288,62,222,205,26,59,3,1,2,70,23,2,2,9,0,4,21,5,0.341,0.327,0.668,16,0.262,0.2
7,정준재,SSG,0.279,30,69,61,10,17,2,1,0,21,5,1,0,7,0,0,17,1,0.344,0.353,0.697,5,0.273,0.2
8,최지훈,SSG,0.272,76,348,301,56,82,14,4,5,119,29,4,1,41,0,1,49,5,0.395,0.360,0.755,24,0.239,0.0
9,오태곤,SSG,0.267,68,122,105,15,28,5,0,1,36,8,2,1,14,2,0,30,0,0.343,0.350,0.693,5,0.19,0.091
10,하재훈,SSG,0.265,58,174,162,19,43,10,0,4,65,20,0,4,7,0,1,49,4,0.401,0.293,0.694,11,0.156,0.0
11,추신수,SSG,0.262,35,131,103,21,27,4,0,2,37,15,1,3,20,0,4,31,1,0.359,0.392,0.751,7,0.194,0.0
12,최준우,SSG,0.261,15,31,23,2,6,2,0,0,8,5,0,0,8,0,0,7,0,0.348,0.452,0.800,1,0.286,0.0
13,고명준,SSG,0.259,71,249,232,23,60,8,0,8,92,32,0,0,16,0,1,62,3,0.397,0.309,0.706,10,0.318,0.0
14,조형우,SSG,0.250,14,33,28,4,7,0,0,0,7,4,0,0,1,0,4,4,0,0.250,0.364,0.614,2,0.3,0.0
15,한유섬,SSG,0.232,68,265,228,35,53,13,0,14,108,49,0,3,27,3,7,82,1,0.474,0.328,0.802,13,0.29,0.0
16,김성현,SSG,0.191,25,82,68,11,13,2,0,0,15,6,2,0,8,0,4,10,5,0.221,0.313,0.534,4,0.211,1.0
17,강진성,SSG,0.185,16,31,27,4,5,0,0,0,5,2,1,0,3,0,0,5,0,0.185,0.267,0.452,0,0.5,0.286
18,안상현,SSG,0.175,29,68,63,2,11,1,0,0,12,2,1,0,4,0,0,14,0,0.190,0.224,0.414,1,0.167,0.0
19,최경모,SSG,0.171,50,50,35,12,6,0,0,0,6,0,7,0,8,0,0,7,2,0.171,0.326,0.497,0,0.2,0.0
20,정현승,SSG,0.167,7,13,12,0,2,0,0,0,2,1,0,0,1,0,0,4,0,0.167,0.231,0.398,1,0.25,0.0
21,전의산,SSG,0.094,16,35,32,1,3,0,0,1,6,2,0,0,3,0,0,9,1,0.188,0.171,0.359,0,0.0,0.2
22,김찬형,SSG,0.000,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.0,0.0
22,김창평,SSG,0.000,6,9,7,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0.000,0.222,0.222,0,0.0,0.0
22,류효승,SSG,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
22,문승원,SSG,0.000,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
22,박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,이로운,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,조병현,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,최민창,SSG,0.000,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
22,한두솔,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
