순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,김창평,SSG,0.500,2,1,0,0,0,0,0,0,1,0,1번
1,이재원,SSG,0.500,2,1,0,0,0,1,0,0,0,0,1번
3,오태곤,SSG,0.389,18,7,1,0,2,7,1,0,2,1,1번
4,김찬형,SSG,0.333,6,2,0,0,0,0,0,0,0,0,1번
5,추신수,SSG,0.289,135,39,6,1,6,18,28,2,37,0,1번
6,고종욱,SSG,0.288,59,17,3,0,1,6,6,0,10,3,1번
7,최지훈,SSG,0.252,305,77,13,4,2,27,36,4,48,4,1번
8,김강민,SSG,0.224,67,15,2,0,2,6,4,1,19,1,1번
9,오준혁,SSG,0.143,7,1,1,0,0,1,1,0,3,0,1번
10,남태혁,SSG,-,0,0,0,0,0,0,1,0,0,0,1번
10,로맥,SSG,0.000,2,0,0,0,0,0,0,1,0,0,1번
10,유서준,SSG,0.000,2,0,0,0,0,0,0,0,1,0,1번
10,정의윤,SSG,0.000,1,0,0,0,0,0,0,0,0,0,1번
10,한유섬,SSG,0.000,1,0,0,0,0,0,1,0,0,0,1번
1,최지훈,SSG,0.667,3,2,0,0,0,0,0,0,0,0,2번
2,안상현,SSG,0.500,2,1,0,0,0,0,0,0,0,0,2번
3,오준혁,SSG,0.333,9,3,1,0,0,1,1,0,3,0,2번
4,고종욱,SSG,0.279,43,12,0,0,0,3,3,0,7,1,2번
5,이정범,SSG,0.250,52,13,4,0,2,7,7,0,12,1,2번
6,오태곤,SSG,0.221,68,15,3,0,3,7,6,0,16,1,2번
7,김강민,SSG,0.220,41,9,4,0,0,3,8,1,8,0,2번
8,추신수,SSG,0.216,111,24,1,0,6,15,20,2,32,2,2번
9,로맥,SSG,0.211,142,30,3,0,5,13,40,3,32,6,2번
10,김성현,SSG,0.200,5,1,0,0,0,1,1,0,1,0,2번
10,최주환,SSG,0.200,35,7,1,0,2,3,7,0,12,1,2번
12,최항,SSG,0.154,26,4,1,0,0,1,2,1,8,3,2번
13,박성한,SSG,0.125,16,2,0,0,0,1,0,0,4,0,2번
14,김찬형,SSG,0.000,10,0,0,0,0,0,0,0,3,0,2번
14,김창평,SSG,0.000,2,0,0,0,0,0,0,0,0,0,2번
