순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,김성욱,NC,0.667,3,2,1,0,1,1,2,0,1,0,1번
1,박한결,NC,0.667,3,2,0,0,1,2,0,0,1,0,1번
3,김수윤,NC,0.5,2,1,0,0,0,1,0,0,0,0,1번
4,손아섭,NC,0.354,466,165,31,1,5,56,45,2,51,9,1번
5,박민우,NC,0.33,100,33,4,1,0,9,9,4,14,1,1번
6,서호철,NC,0.222,18,4,1,0,0,2,2,0,3,1,1번
7,김형준,NC,0.0,1,0,0,0,0,0,1,0,1,0,1번
7,도태훈,NC,0.0,2,0,0,0,0,0,0,0,2,0,1번
7,박대온,NC,0.0,1,0,0,0,0,1,0,0,0,0,1번
7,박영빈,NC,0.0,4,0,0,0,0,0,1,0,2,0,1번
7,윤형준,NC,0.0,1,0,0,0,0,0,0,0,0,0,1번
7,천재환,NC,0.0,9,0,0,0,0,0,0,0,6,0,1번
7,최보성,NC,0.0,1,0,0,0,0,0,0,0,1,0,1번
7,최정원,NC,0.0,1,0,0,0,0,0,0,0,0,0,1번
1,손아섭,NC,0.5,4,2,1,0,0,0,1,0,0,0,2번
1,윤형준,NC,0.5,6,3,0,0,1,3,0,0,0,0,2번
3,권희동,NC,0.375,8,3,0,0,0,2,2,0,1,0,2번
3,천재환,NC,0.375,24,9,3,0,0,1,1,1,2,0,2번
5,최정원,NC,0.344,32,11,3,1,0,3,1,1,6,1,2번
6,박민우,NC,0.33,267,88,12,5,1,32,20,4,29,9,2번
7,서호철,NC,0.278,144,40,5,0,2,20,6,5,15,5,2번
8,김성욱,NC,0.24,25,6,1,0,1,2,1,2,5,0,2번
9,한석현,NC,0.217,23,5,1,0,0,1,2,0,8,0,2번
10,김주원,NC,0.2,5,1,0,0,0,0,0,0,2,0,2번
11,박세혁,NC,0.184,38,7,0,0,1,3,5,0,13,1,2번
12,도태훈,NC,0.154,13,2,0,0,0,0,2,2,4,0,2번
13,김한별,NC,0.0,8,0,0,0,0,0,0,0,3,1,2번
13,박영빈,NC,0.0,4,0,0,0,0,0,0,0,2,0,2번
13,안중열,NC,0.0,2,0,0,0,0,0,0,0,2,0,2번
13,전사민,NC,0.0,1,0,0,0,0,0,0,0,0,0,2번
13,조현진,NC,0.0,1,0,0,0,0,0,0,0,0,0,2번
13,최보성,NC,0.0,1,0,0,0,0,0,1,0,0,0,2번
1,마틴,NC,0.556,9,5,0,0,2,6,1,0,1,0,3번
2,김한별,NC,0.500,2,1,0,0,0,0,0,0,1,0,3번
3,한석현,NC,0.400,5,2,0,0,0,0,0,0,0,0,3번
4,박한결,NC,0.333,3,1,0,0,0,0,2,0,1,0,3번
5,박건우,NC,0.322,428,138,34,2,11,82,52,9,66,12,3번
6,박민우,NC,0.278,79,22,4,1,1,5,10,1,13,3,3번
7,김성욱,NC,0.222,9,2,1,0,1,1,1,0,2,1,3번
8,천재환,NC,0.200,10,2,0,0,1,1,0,1,6,0,3번
9,권희동,NC,0.000,2,0,0,0,0,0,3,0,2,0,3번
9,김수윤,NC,0.000,1,0,0,0,0,0,0,0,1,0,3번
9,박석민,NC,0.000,2,0,0,0,0,0,0,0,0,0,3번
9,박세혁,NC,-,0,0,0,0,0,1,1,0,0,0,3번
9,박영빈,NC,0.000,1,0,0,0,0,0,0,0,0,0,3번
9,손아섭,NC,0.000,3,0,0,0,0,0,0,0,2,0,3번
9,오영수,NC,0.000,2,0,0,0,0,0,0,0,1,0,3번
9,윤형준,NC,0.000,5,0,0,0,0,1,0,0,2,0,3번
9,최정원,NC,0.000,2,0,0,0,0,0,0,0,2,0,3번
1,윤형준,NC,0.6,5,3,2,0,0,1,0,0,1,0,4번
2,박석민,NC,0.5,4,2,0,0,0,2,1,0,0,1,4번
3,도태훈,NC,0.333,3,1,0,0,0,0,2,0,1,0,4번
4,박건우,NC,0.304,23,7,0,0,1,3,4,0,2,1,4번
