순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김한별,NC,0.370,18,31,27,6,10,1,0,0,11,2,0,0,1,0,3,7,0,0.407,0.452,0.859,1,0.429,0.5
2,박건우,NC,0.353,70,287,255,47,90,20,1,8,136,38,0,1,29,3,2,44,6,0.533,0.422,0.955,28,0.361,1.0
3,김수윤,NC,0.333,5,7,6,0,2,0,0,0,2,0,0,0,1,0,0,3,0,0.333,0.429,0.762,0,0.0,0.5
3,박민우,NC,0.333,59,273,231,37,77,13,2,4,106,19,3,1,31,4,7,40,3,0.459,0.426,0.885,19,0.263,0.0
3,박영빈,NC,0.333,6,3,3,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0.667,0.333,1.000,0,0.0,0.0
6,손아섭,NC,0.297,72,324,306,43,91,15,0,7,127,48,1,4,13,0,0,55,1,0.415,0.322,0.737,22,0.284,0.0
7,서호철,NC,0.295,74,304,268,33,79,9,1,3,99,35,1,2,22,0,11,58,10,0.369,0.370,0.739,19,0.274,0.0
8,데이비슨,NC,0.284,67,295,257,47,73,10,0,23,152,57,0,5,23,2,10,79,4,0.591,0.359,0.950,22,0.222,0.0
9,천재환,NC,0.283,33,53,46,8,13,2,1,1,20,8,2,0,3,0,2,8,3,0.435,0.353,0.788,3,0.25,0.167
10,최정원,NC,0.271,40,87,70,17,19,2,0,0,21,8,1,1,12,0,3,19,1,0.300,0.395,0.695,4,0.292,0.333
11,권희동,NC,0.270,72,297,244,30,66,12,1,2,86,36,0,3,44,1,6,42,6,0.352,0.391,0.743,16,0.403,0.0
12,박시원,NC,0.269,8,28,26,4,7,1,0,2,14,4,0,0,2,0,0,4,0,0.538,0.321,0.859,2,0.0,1.0
13,박한결,NC,0.265,12,36,34,7,9,1,0,6,28,8,0,0,2,0,0,10,0,0.824,0.306,1.130,3,0.0,0.0
14,박세혁,NC,0.236,44,85,72,4,17,5,0,0,22,4,4,0,8,0,1,27,2,0.306,0.321,0.627,2,0.158,0.417
15,김형준,NC,0.227,64,247,203,26,46,8,0,12,90,33,5,2,35,0,2,82,4,0.443,0.343,0.786,9,0.208,0.0
16,김휘집,NC,0.221,73,279,244,34,54,11,1,9,94,37,2,5,24,1,4,72,10,0.385,0.296,0.681,15,0.25,0.0
17,한석현,NC,0.217,22,25,23,4,5,0,0,0,5,2,0,0,1,0,1,7,2,0.217,0.280,0.497,1,0.0,0.5
18,도태훈,NC,0.205,49,92,73,8,15,3,0,0,18,7,2,1,12,0,4,18,2,0.247,0.344,0.591,3,0.217,0.222
19,김성욱,NC,0.204,73,245,211,35,43,6,2,9,80,34,1,1,20,0,12,44,5,0.379,0.307,0.686,9,0.25,0.0
20,김주원,NC,0.200,71,244,200,28,40,6,1,5,63,25,7,1,25,1,11,62,1,0.315,0.321,0.636,7,0.19,0.0
20,오영수,NC,0.200,20,34,30,4,6,0,0,3,15,5,0,1,2,0,1,6,0,0.500,0.265,0.765,0,0.083,0.286
22,김세훈,NC,0.000,6,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.000,0.200,0.200,0,0.0,0.0
22,김영규,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,김재열,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,류진욱,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,송명기,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,한재승,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
