순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김대원,LG,1.000,6,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0,0.0,1.0
2,최원영,LG,0.364,23,12,11,5,4,1,0,0,5,2,0,0,0,0,1,1,0,0.455,0.417,0.872,0,0.667,0.333
3,최명경,LG,0.333,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.0,0.0
4,문성주,LG,0.331,75,298,248,41,82,16,2,0,102,43,1,3,44,0,2,31,2,0.411,0.431,0.842,22,0.418,0.0
5,홍창기,LG,0.315,74,339,270,54,85,4,3,4,107,38,1,2,59,2,7,48,7,0.396,0.447,0.843,25,0.365,1.0
6,김현수,LG,0.303,75,329,294,39,89,15,2,7,129,43,0,4,29,1,2,42,7,0.439,0.365,0.804,26,0.234,0.5
7,안익훈,LG,0.300,14,24,20,5,6,1,0,0,7,2,0,1,3,0,0,4,1,0.350,0.375,0.725,0,0.0,0.25
8,오스틴,LG,0.300,77,336,287,48,86,17,2,16,155,66,0,10,36,4,3,53,3,0.540,0.372,0.912,25,0.301,0.0
9,문보경,LG,0.288,78,313,264,36,76,15,1,9,120,42,1,10,38,3,0,56,8,0.455,0.365,0.820,22,0.224,0.0
10,김범석,LG,0.287,38,119,108,12,31,4,0,5,50,21,0,0,10,2,1,33,2,0.463,0.353,0.816,6,0.28,0.143
11,박동원,LG,0.279,68,257,215,34,60,12,0,13,111,45,1,5,36,1,0,57,7,0.516,0.375,0.891,13,0.281,0.333
12,신민재,LG,0.276,76,261,214,41,59,7,1,0,68,26,6,3,37,0,1,29,4,0.318,0.380,0.698,17,0.333,0.5
13,박해민,LG,0.272,78,313,272,40,74,7,5,1,94,33,4,7,24,0,6,56,2,0.346,0.337,0.683,21,0.268,0.0
14,구본혁,LG,0.272,70,209,184,28,50,8,0,2,64,30,1,3,20,0,1,22,4,0.348,0.341,0.689,9,0.3,0.5
15,김주성,LG,0.250,8,6,4,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0.250,0.500,0.750,0,0.0,0.0
15,김현종,LG,0.250,15,13,12,8,3,1,0,0,4,2,0,0,0,0,1,3,0,0.333,0.308,0.641,0,0.5,0.333
17,오지환,LG,0.238,54,198,168,31,40,16,1,2,64,16,1,0,27,0,2,58,2,0.381,0.350,0.731,11,0.152,0.0
18,허도환,LG,0.172,37,76,58,8,10,2,0,0,12,9,5,1,5,0,7,21,2,0.207,0.310,0.517,2,0.316,0.0
19,최승민,LG,0.167,29,6,6,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0.167,0.167,0.334,0,0.0,0.0
20,김민수,LG,0.125,6,9,8,0,1,0,0,0,1,0,0,0,1,0,0,3,1,0.125,0.222,0.347,0,0.0,0.0
21,김대현,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
21,김성진,LG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
21,김진성,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
21,김태우,LG,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
21,송찬의,LG,0.000,3,4,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.000,0.250,0.250,0,0.0,0.0
21,유영찬,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
21,이지강,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
21,전준호,LG,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
21,최동환,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
21,함창건,LG,0.000,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.333,0.333,0,0.0,0.0
