선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
채은성,1루수,-0.912,2022,LG,121,120,935,10,0,896,53,90,0.99,0,0,0,-
신민재,2루수,,2022,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
박해민,1루수,,2022,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
문성주,중견수,,2022,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
이영빈,우익수,,2022,LG,1,0,1,0,0,2,0,0,1.000,0,0,0,-
신민재,좌익수,,2022,LG,3,0,4 1/3,0,0,1,0,0,1.000,0,0,0,-
박재욱,포수,,2022,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
김주원,유격수,2.009,2022,NC,79,70,636 1/3,11,0,139,206,48,0.969,0,0,0,-
양의지,포수,1.095,2022,NC,96,89,736 2/3,2,1,688,54,5,0.997,5,26,19,42.2
김주원,2루수,0.671,2022,NC,20,11,94,0,0,28,28,7,1.000,0,0,0,-
박민우,2루수,0.558,2022,NC,100,97,840,8,0,197,246,59,0.982,0,0,0,-
도태훈,3루수,0.555,2022,NC,30,16,158 1/3,2,0,12,35,9,0.959,0,0,0,-
김기환,중견수,0.532,2022,NC,44,20,209,1,0,60,1,0,0.984,0,0,0,-
손아섭,우익수,0.487,2022,NC,108,108,894 2/3,3,0,193,7,3,0.985,0,0,0,-
권희동,좌익수,0.245,2022,NC,25,17,146 2/3,0,0,40,0,0,1.000,0,0,0,-
김응민,포수,0.191,2022,NC,34,17,179 2/3,1,0,163,17,3,0.994,1,10,10,50.0
서호철,2루수,0.189,2022,NC,41,27,258,1,0,54,74,15,0.992,0,0,0,-
김한별,유격수,0.141,2022,NC,23,4,75,3,0,9,19,2,0.903,0,0,0,-
정진기,좌익수,0.131,2022,NC,5,3,30,0,0,6,0,0,1.000,0,0,0,-
천재환,좌익수,0.114,2022,NC,5,1,17 1/3,0,0,6,0,0,1.000,0,0,0,-
김수윤,3루수,0.106,2022,NC,4,2,18,0,0,2,5,0,1.000,0,0,0,-
도태훈,2루수,0.091,2022,NC,18,9,88,0,0,19,32,3,1.000,0,0,0,-
김기환,우익수,0.067,2022,NC,11,0,23 1/3,0,0,5,0,0,1.000,0,0,0,-
오태양,중견수,0.033,2022,NC,4,0,5,0,0,1,0,0,1.000,0,0,0,-
윤형준,1루수,0.018,2022,NC,23,14,121,0,0,99,10,7,1.000,0,0,0,-
서호철,1루수,0.018,2022,NC,3,1,14,0,0,12,1,0,1.000,0,0,0,-
권희동,우익수,0.013,2022,NC,26,12,124 1/3,2,0,21,3,0,0.923,0,0,0,-
박석민,3루수,0.011,2022,NC,6,6,50,1,0,2,10,0,0.923,0,0,0,-
최승민,좌익수,0.0,2022,NC,3,0,5,0,0,0,0,0,-,0,0,0,-
마티니,우익수,-0.015,2022,NC,15,12,102,0,0,19,1,0,1.000,0,0,0,-
김한별,2루수,-0.021,2022,NC,1,0,3 2/3,1,0,2,4,2,0.857,0,0,0,-
정진기,우익수,-0.021,2022,NC,14,1,34,0,0,3,0,0,1.000,0,0,0,-
박건우,우익수,-0.059,2022,NC,16,9,72 2/3,0,0,12,1,1,1.000,0,0,0,-
정진기,중견수,-0.066,2022,NC,13,4,51,0,0,12,0,0,1.000,0,0,0,-
정범모,포수,-0.08,2022,NC,4,1,17,0,0,20,0,0,1.000,0,4,0,0.0
김수윤,1루수,-0.088,2022,NC,4,2,23,1,0,15,1,3,0.941,0,0,0,-
이재용,포수,-0.104,2022,NC,7,0,15,1,0,13,1,1,0.933,0,0,1,100
천재환,우익수,-0.106,2022,NC,11,0,20,0,0,4,1,0,1.000,0,0,0,-
전민수,좌익수,-0.11,2022,NC,3,1,12,0,0,2,1,0,1.000,0,0,0,-
이명기,중견수,-0.12,2022,NC,10,7,59 1/3,0,0,12,0,0,1.000,0,0,0,-
박석민,1루수,-0.136,2022,NC,4,4,28,1,0,24,3,1,0.964,0,0,0,-
도태훈,1루수,-0.137,2022,NC,45,8,150 2/3,2,0,139,7,11,0.986,0,0,0,-
이명기,우익수,-0.141,2022,NC,2,2,12,0,0,4,0,0,1.000,0,0,0,-
김기환,좌익수,-0.157,2022,NC,20,8,90,1,0,18,1,0,0.950,0,0,0,-
서호철,3루수,-0.17,2022,NC,38,23,224 2/3,4,0,17,55,1,0.947,0,0,0,-
박대온,포수,-0.181,2022,NC,58,37,338 1/3,2,0,309,13,1,0.994,3,20,7,25.9
권희동,중견수,-0.196,2022,NC,31,29,211 1/3,1,0,52,0,0,0.981,0,0,0,-
노진혁,유격수,-0.218,2022,NC,60,53,441 1/3,8,0,77,125,25,0.962,0,0,0,-
박준영,유격수,-0.227,2022,NC,24,17,134,4,0,21,32,3,0.930,0,0,0,-
천재환,중견수,-0.301,2022,NC,16,2,43,0,0,9,0,0,1.000,0,0,0,-
박건우,중견수,-0.333,2022,NC,77,76,621,3,0,146,3,0,0.98,0,0,0,-
노진혁,3루수,-0.353,2022,NC,59,57,465 1/3,8,0,34,72,5,0.93,0,0,0,-
박준영,3루수,-0.451,2022,NC,53,40,369 1/3,9,0,34,75,7,0.924,0,0,0,-
최승민,중견수,-0.46,2022,NC,27,6,87,1,0,18,0,0,0.947,0,0,0,-
오영수,1루수,-0.569,2022,NC,76,63,553 2/3,4,0,486,40,50,0.992,0,0,0,-
이명기,좌익수,-0.618,2022,NC,66,58,477 2/3,4,0,90,2,0,0.958,0,0,0,-
마티니,좌익수,-0.727,2022,NC,70,56,508,2,0,107,3,0,0.982,0,0,0,-
마티니,1루수,-1.51,2022,NC,57,52,396 1/3,10,0,335,21,29,0.973,0,0,0,-
오영수,우익수,,2022,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
오태양,2루수,,2022,NC,2,0,3,0,0,0,3,0,1.000,0,0,0,-
최승민,우익수,,2022,NC,3,0,2 2/3,0,0,0,0,0,-,0,0,0,-
김주원,3루수,,2022,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
박성한,유격수,2.979,2022,SSG,138,131,1176,24,0,215,376,97,0.961,0,0,0,-
최지훈,중견수,1.243,2022,SSG,114,106,921 2/3,1,0,241,8,2,0.996,0,0,0,-
김성현,2루수,0.846,2022,SSG,105,67,649,7,0,131,230,58,0.981,0,0,0,-
오태곤,좌익수,0.601,2022,SSG,81,50,488,1,0,117,7,1,0.992,0,0,0,-
김민식,포수,0.532,2022,SSG,98,64,595,5,3,462,50,3,0.99,3,39,17,30.4
이재원,포수,0.497,2022,SSG,100,78,660 1/3,4,0,567,20,8,0.993,0,55,6,9.8
최지훈,좌익수,0.386,2022,SSG,27,18,166 1/3,0,0,41,1,0,1.0,0,0,0,-
라가레스,좌익수,0.235,2022,SSG,46,46,394 2/3,2,0,97,2,0,0.98,0,0,0,-
최경모,3루수,0.214,2022,SSG,62,9,157 2/3,3,0,15,35,1,0.943,0,0,0,-
안상현,2루수,0.192,2022,SSG,30,9,103,1,0,21,42,10,0.984,0,0,0,-
최정,3루수,0.179,2022,SSG,117,115,958 1/3,12,0,71,170,12,0.953,0,0,0,-
김강민,중견수,0.175,2022,SSG,60,35,341,0,0,85,0,0,1.0,0,0,0,-
최경모,2루수,0.172,2022,SSG,28,5,76,0,0,17,20,2,1.0,0,0,0,-
최상민,우익수,0.169,2022,SSG,13,0,22,0,0,10,0,0,1.000,0,0,0,-
오준혁,우익수,0.148,2022,SSG,17,8,64,0,0,14,0,0,1.000,0,0,0,-
최지훈,우익수,0.104,2022,SSG,39,14,151 1/3,0,0,42,2,0,1.0,0,0,0,-
오준혁,좌익수,0.092,2022,SSG,8,4,29 1/3,0,0,3,2,0,1.000,0,0,0,-
최경모,유격수,0.086,2022,SSG,8,0,15 2/3,1,0,4,8,3,0.923,0,0,0,-
석정우,3루수,0.084,2022,SSG,3,1,9,0,0,1,3,1,1.000,0,0,0,-
한유섬,우익수,0.067,2022,SSG,120,114,979 2/3,0,0,210,4,0,1.0,0,0,0,-
최상민,중견수,0.055,2022,SSG,4,1,14,0,0,8,0,0,1.000,0,0,0,-
이흥련,포수,0.046,2022,SSG,22,15,139,0,0,109,5,1,1.000,0,14,1,6.7
추신수,우익수,0.041,2022,SSG,2,2,17,0,0,4,0,0,1.000,0,0,0,-
김성현,유격수,0.04,2022,SSG,20,11,94 1/3,1,0,16,32,7,0.980,0,0,0,-
오태곤,3루수,0.027,2022,SSG,1,0,2,0,0,0,1,0,1.000,0,0,0,-
석정우,2루수,0.016,2022,SSG,3,1,9 1/3,0,0,4,4,2,1.000,0,0,0,-
김규남,좌익수,0.012,2022,SSG,1,0,2,0,0,0,0,0,-,0,0,0,-
안상현,유격수,0.002,2022,SSG,1,0,2,0,0,0,0,0,-,0,0,0,-
최준우,2루수,0.0,2022,SSG,6,4,25,1,0,9,11,3,0.952,0,0,0,-
하재훈,우익수,-0.001,2022,SSG,1,0,3,0,0,0,0,0,-,0,0,0,-
오태곤,우익수,-0.003,2022,SSG,16,3,42 1/3,0,0,15,1,0,1.000,0,0,0,-
최항,3루수,-0.008,2022,SSG,3,2,13,0,0,0,2,1,1.000,0,0,0,-
이현석,포수,-0.012,2022,SSG,9,3,35,1,0,25,2,1,0.964,0,3,1,25.0
이정범,우익수,-0.014,2022,SSG,2,2,14,1,0,5,1,0,0.857,0,0,0,-
석정우,유격수,-0.014,2022,SSG,3,1,7 1/3,0,0,1,2,0,1.000,0,0,0,-
이정범,좌익수,-0.019,2022,SSG,1,1,4,0,0,0,0,0,-,0,0,0,-
오태곤,1루수,-0.033,2022,SSG,45,9,129 1/3,0,0,111,15,12,1.0,0,0,0,-
최항,1루수,-0.042,2022,SSG,3,0,3,0,0,2,0,0,1.000,0,0,0,-
조형우,포수,-0.046,2022,SSG,5,1,20,0,0,19,0,0,1.000,2,3,0,0.0
하재훈,좌익수,-0.058,2022,SSG,40,23,194,1,0,44,3,0,0.979,0,0,0,-
김규남,우익수,-0.061,2022,SSG,1,1,8,0,0,4,0,0,1.000,0,0,0,-
오태곤,중견수,-0.081,2022,SSG,5,1,12,0,0,0,0,0,-,0,0,0,-
김성현,3루수,-0.13,2022,SSG,18,10,111 1/3,4,0,12,23,2,0.897,0,0,0,-
최상민,좌익수,-0.212,2022,SSG,6,2,22,0,0,5,0,0,1.000,0,0,0,-
최주환,2루수,-0.233,2022,SSG,63,58,435,7,0,81,131,23,0.968,0,0,0,-
김재현,3루수,-0.235,2022,SSG,9,6,49,1,0,4,6,0,0.909,0,0,0,-
하재훈,중견수,-0.3,2022,SSG,5,1,12 2/3,0,0,1,0,0,1.000,0,0,0,-
최주환,1루수,-0.399,2022,SSG,24,18,157 2/3,4,0,143,14,20,0.975,0,0,0,-
크론,1루수,-0.749,2022,SSG,63,61,533 2/3,3,0,542,43,54,0.995,0,0,0,-
전의산,1루수,-0.961,2022,SSG,62,56,477 2/3,8,0,441,29,39,0.983,0,0,0,-
김재현,유격수,,2022,SSG,5,0,6,0,0,1,3,0,1.000,0,0,0,-
김재현,2루수,,2022,SSG,4,0,4,0,0,0,0,0,-,0,0,0,-
안상현,좌익수,,2022,SSG,1,0,1,0,0,0,0,0,-,0,0,0,-
안상현,3루수,,2022,SSG,1,0,1,0,0,0,1,0,1.000,0,0,0,-
박세혁,포수,1.628,2022,두산,126,110,884,5,0,689,68,10,0.993,7,74,21,22.1
안재석,유격수,1.149,2022,두산,72,54,459 2/3,13,0,99,144,36,0.949,0,0,0,-
강승호,2루수,1.103,2022,두산,124,110,945 1/3,14,0,204,300,69,0.973,0,0,0,-
김재호,유격수,0.547,2022,두산,98,61,580,6,0,111,184,43,0.980,0,0,0,-
전민재,유격수,0.405,2022,두산,14,11,86 2/3,2,0,18,30,6,0.960,0,0,0,-
김인태,우익수,0.292,2022,두산,49,47,342,1,0,75,1,0,0.987,0,0,0,-
박계범,2루수,0.269,2022,두산,23,15,127,0,0,23,45,8,1.000,0,0,0,-
정수빈,중견수,0.253,2022,두산,124,109,979 2/3,1,0,289,3,0,0.997,0,0,0,-
양찬열,좌익수,0.203,2022,두산,11,2,31 1/3,0,0,10,0,0,1.000,0,0,0,-
김대한,중견수,0.175,2022,두산,12,4,49,0,0,22,0,0,1.000,0,0,0,-
신성현,좌익수,0.158,2022,두산,7,5,36,0,0,8,1,1,1.000,0,0,0,-
김재호,3루수,0.152,2022,두산,7,4,34,0,0,3,10,0,1.000,0,0,0,-
안재석,2루수,0.124,2022,두산,18,13,101 1/3,2,0,30,45,7,0.974,0,0,0,-
오재원,2루수,0.118,2022,두산,8,5,44,0,0,11,10,2,1.000,0,0,0,-
장승현,포수,0.105,2022,두산,59,24,260 1/3,4,0,194,14,1,0.981,2,15,4,21.1
안승한,포수,0.082,2022,두산,29,8,96,0,0,77,10,2,1.000,2,2,5,71.4
박계범,유격수,0.062,2022,두산,25,13,108 2/3,4,0,13,27,5,0.909,0,0,0,-
서예일,2루수,0.056,2022,두산,17,1,44 2/3,0,0,10,17,3,1.000,0,0,0,-
신성현,우익수,0.053,2022,두산,3,1,9,0,0,3,0,0,1.000,0,0,0,-
홍성호,중견수,0.052,2022,두산,1,1,5,0,0,1,0,0,1.000,0,0,0,-
강진성,좌익수,0.043,2022,두산,4,1,10,0,0,5,0,0,1.000,0,0,0,-
이유찬,3루수,0.016,2022,두산,5,3,26 2/3,1,0,5,7,1,0.923,0,0,0,-
권민석,3루수,0.011,2022,두산,5,0,11,0,0,1,1,1,1.000,0,0,0,-
전민재,3루수,0.004,2022,두산,5,0,10,0,0,1,0,0,1.000,0,0,0,-
이유찬,2루수,0.001,2022,두산,1,0,1 1/3,0,0,1,0,0,1.000,0,0,0,-
강진성,1루수,0.0,2022,두산,22,13,133 1/3,0,0,121,7,14,1.000,0,0,0,-
이유찬,좌익수,-0.001,2022,두산,1,0,2,0,0,0,0,0,-,0,0,0,-
김대한,좌익수,-0.001,2022,두산,1,0,1 2/3,0,0,0,0,0,-,0,0,0,-
홍성호,좌익수,-0.001,2022,두산,3,0,6,0,0,0,0,0,-,0,0,0,-
송승환,1루수,-0.002,2022,두산,1,0,2,0,0,4,0,0,1.000,0,0,0,-
강승호,1루수,-0.004,2022,두산,23,3,59 1/3,0,0,52,10,4,1.000,0,0,0,-
안재석,3루수,-0.011,2022,두산,3,2,16,0,0,1,2,0,1.000,0,0,0,-
송승환,우익수,-0.012,2022,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
김민혁,3루수,-0.016,2022,두산,3,1,14,0,0,2,2,0,1.000,0,0,0,-
박계범,3루수,-0.021,2022,두산,30,17,159,4,0,16,25,2,0.911,0,0,0,-
조수행,중견수,-0.026,2022,두산,24,8,85 2/3,0,0,18,0,0,1.000,0,0,0,-
김인태,좌익수,-0.033,2022,두산,26,16,136,0,0,28,0,0,1.000,0,0,0,-
안권수,중견수,-0.039,2022,두산,22,18,131 2/3,1,0,33,1,0,0.971,0,0,0,-
서예일,3루수,-0.052,2022,두산,16,0,31 1/3,1,0,0,6,1,0.857,0,0,0,-
안권수,좌익수,-0.055,2022,두산,6,0,13 2/3,0,0,3,0,0,1.000,0,0,0,-
이유찬,유격수,-0.057,2022,두산,7,5,38 1/3,2,0,3,10,1,0.867,0,0,0,-
강현구,좌익수,-0.071,2022,두산,1,1,8,1,0,2,0,0,0.667,0,0,0,-
신성현,1루수,-0.084,2022,두산,2,1,4 2/3,2,0,3,0,0,0.600,0,0,0,-
전민재,2루수,-0.096,2022,두산,8,0,13 2/3,0,0,5,3,1,1.000,0,0,0,-
조수행,좌익수,-0.096,2022,두산,47,7,152,0,0,45,1,0,1.000,0,0,0,-
양찬열,우익수,-0.099,2022,두산,26,21,163 2/3,1,0,35,1,0,0.973,0,0,0,-
김태근,중견수,-0.102,2022,두산,2,2,16 1/3,0,0,4,0,0,1.000,0,0,0,-
