선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
최재훈,포수,1.226,2020.0,한화,119,103,857 2/3,5,1,727,48,12,0.994,4,79,27,25.5
노수광,중견수,1.077,2020.0,한화,49,39,322,3,0,102,4,1,0.972,0,0,0,-
정진호,좌익수,0.801,2020.0,한화,69,42,388 2/3,0,0,97,4,1,1.0,0,0,0,-
반즈,우익수,0.778,2020.0,한화,33,27,239,0,0,56,2,1,1.0,0,0,0,-
강경학,2루수,0.566,2020.0,한화,54,42,329 1/3,1,0,93,108,31,0.995,0,0,0,-
오선진,3루수,0.492,2020.0,한화,31,15,163 2/3,2,0,10,37,2,0.959,0,0,0,-
김민하,우익수,0.332,2020.0,한화,18,8,88 2/3,1,0,27,0,0,0.964,0,0,0,-
정은원,2루수,0.28,2020.0,한화,77,72,622,4,0,136,179,43,0.987,0,0,0,-
박상언,포수,0.269,2020.0,한화,34,7,102 1/3,2,1,80,9,1,0.978,4,9,4,30.8
호잉,우익수,0.209,2020.0,한화,33,33,278,0,0,71,2,1,1.0,0,0,0,-
김민하,좌익수,0.191,2020.0,한화,10,4,41,0,0,16,0,0,1.0,0,0,0,-
노태형,2루수,0.162,2020.0,한화,26,18,135,1,0,37,40,11,0.987,0,0,0,-
이시원,중견수,0.161,2020.0,한화,20,2,56 1/3,0,0,18,0,0,1.0,0,0,0,-
오선진,유격수,0.148,2020.0,한화,43,22,234 1/3,1,0,35,64,15,0.99,0,0,0,-
송광민,3루수,0.138,2020.0,한화,44,38,320 1/3,4,0,24,49,10,0.948,0,0,0,-
이도윤,유격수,0.137,2020.0,한화,4,3,27,0,0,5,8,2,1.000,0,0,0,-
정기훈,3루수,0.107,2020.0,한화,5,3,23,0,0,0,3,1,1.000,0,0,0,-
강경학,3루수,0.105,2020.0,한화,7,5,41,1,0,3,9,0,0.923,0,0,0,-
이해창,포수,0.096,2020.0,한화,62,33,298,4,0,251,21,0,0.986,2,31,8,20.5
노시환,1루수,0.076,2020.0,한화,4,0,9,0,0,10,0,1,1.000,0,0,0,-
김회성,1루수,0.062,2020.0,한화,10,2,38,1,0,32,1,5,0.971,0,0,0,-
이시원,좌익수,0.05,2020.0,한화,5,3,30,0,0,7,0,0,1.000,0,0,0,-
노시환,유격수,0.042,2020.0,한화,20,17,146,3,0,25,40,9,0.956,0,0,0,-
박정현,유격수,0.024,2020.0,한화,15,10,84,1,0,14,29,5,0.977,0,0,0,-
김문호,좌익수,0.02,2020.0,한화,5,3,28,0,0,9,0,0,1.000,0,0,0,-
장운호,좌익수,0.02,2020.0,한화,4,0,4 2/3,0,0,0,0,0,-,0,0,0,-
김민하,중견수,0.015,2020.0,한화,5,1,14,0,0,6,0,0,1.000,0,0,0,-
정진호,우익수,0.009,2020.0,한화,32,22,189 2/3,1,0,49,1,1,0.98,0,0,0,-
임종찬,좌익수,0.007,2020.0,한화,1,0,4 2/3,0,0,1,0,0,1.000,0,0,0,-
강경학,우익수,0.006,2020.0,한화,1,0,2 1/3,0,0,1,0,0,1.000,0,0,0,-
